CW.FP.TONS,ELE.POWER,Elec.Solar.Power,MASS.FLOW
10.5298996,78.69999695,0.699999988,890.5093994
8.804329872,82.59999847,0.699999988,911.3780518
12.30049992,86.09999847,0.699999988,920.5335693
11.30360031,91.09999847,0.699999988,1057.75
13.58780003,92.30000305,0.699999988,927.1557617
11.0866003,92,0.699999988,901.5661621
12.72060013,97.40000153,0.699999988,895.5194092
13.1413002,95.69999695,0.699999988,838.9985352
12.83819962,95.69999695,0.699999988,810.4898071
14.13510036,96.80000305,0.699999988,883.2312622
13.81739998,91.80000305,0.699999988,834.9544067
14.52509975,91.19999695,0.699999988,815.5324097
13.14210033,93.80000305,0.699999988,892.7052612
14.20660019,92.90000153,0.699999988,906.8334351
13.96959972,98.80000305,0.699999988,821.2941895
14.13790035,96.90000153,0.699999988,902.6523438
13.95969963,89,0.699999988,910.5239868
16.08760071,90.30000305,0.699999988,772.9640503
14.48830032,95.90000153,0.699999988,909.3771973
13.68859959,96.19999695,0.699999988,901.5030518
14.5965004,97.19999695,0.699999988,767.9556885
14.41240025,88,0.699999988,909.7787476
14.20960045,93.69999695,0.699999988,795.9846802
14.05090046,91.30000305,0.699999988,808.569458
13.3142004,89.5,0.699999988,945.7470093
13.98929977,94.09999847,0.699999988,805.0734253
13.42399979,84.90000153,0.699999988,930.0062866
17.45899963,87.30000305,0.699999988,849.7520142
13.48349953,87,0.699999988,801.8579102
15.81750011,86.90000153,0.699999988,940.4827271
13.23960018,78.5,0.699999988,844.0568237
14.49300003,78.69999695,0.699999988,878.6402588
15.76480007,67.80000305,0.699999988,924.897583
13.15229988,62.59999847,0.699999988,842.2180176
15.1534996,59.5,0.699999988,873.3563232
13.37100029,53.29999924,0.699999988,916.979187
11.26010036,52.29999924,0.699999988,783.1039429
13.1402998,48.59999847,0.699999988,852.94104
10.16429996,44.09999847,0.699999988,907.2166138
11.06900024,43,0.699999988,765.9925537
10.71870041,43.70000076,0.699999988,870.7724609
9.760709763,42.09999847,0.699999988,732.7736206
10.7833004,41.59999847,0.699999988,709.0250854
9.998669624,43.20000076,0.699999988,704.704895
9.793199539,42.20000076,0.699999988,644.7885742
10.51659966,40.29999924,0.699999988,699.9096069
11.51210022,45.09999847,0.699999988,592.5792236
10.41520023,44.79999924,0.699999988,701.8885498
10.40079975,45.29999924,0.699999988,639.1859131
9.295929909,45,0.699999988,700.9207764
10.2553997,43.20000076,0.699999988,692.6170654
9.623959541,45,0.699999988,696.1867676
10.16800022,44,0.699999988,696.784729
8.642749786,44.29999924,0.699999988,701.8015747
8.883830071,45,0.699999988,707.0532837
8.97644043,40.79999924,0.699999988,586.2674561
7.822050095,40.90000153,0.699999988,710.975769
9.625370026,44.20000076,0.699999988,619.5701904
8.805000305,43.59999847,0.699999988,711.28302
8.094630241,45.09999847,0.699999988,708.7905884
7.853469849,43.09999847,0.699999988,704.3406372
7.131299973,42.70000076,0.699999988,682.8339844
7.258349895,41,0.699999988,708.3378296
8.494319916,41.40000153,0.699999988,712.6746826
7.488180161,42.5,0.699999988,708.8126221
7.794280052,40.09999847,0.699999988,704.5460205
7.335579872,40.70000076,0.699999988,704.9904785
7.4238801,38.5,0.699999988,703.6172485
7.586219788,40.20000076,0.699999988,711.6102905
8.377539635,41.29999924,0.699999988,713.0741577
9.521229744,41.29999924,0.699999988,712.0424805
10.58759975,40.79999924,0.699999988,710.7938843
7.943039894,41.5,0.699999988,708.1921997
10.1093998,40.40000153,0.699999988,709.7468872
9.504920006,39.90000153,0.699999988,712.3900757
9.877670288,39.40000153,0.699999988,714.6150513
10.53999996,40,0.699999988,720.9754639
9.50053978,42.29999924,0.699999988,720.8590698
9.935689926,39.5,0.699999988,723.9351196
9.941860199,41.70000076,0.699999988,849.5581055
10.26739979,39.59999847,0.699999988,724.3425293
10.16030025,40.79999924,0.699999988,838.6923218
10.22739983,48.20000076,0.699999988,719.664978
11.36340046,45.29999924,0.699999988,719.2732544
9.212889671,47.90000153,0.699999988,792.1693115
7.192520142,44.79999924,0.699999988,721.6049805
8.219770432,46.70000076,0.699999988,845.1466064
10.35820007,51.09999847,0.699999988,729.3651123
9.376649857,46.40000153,0.699999988,791.0932617
7.417099953,49.70000076,0.699999988,872.1279907
10.54450035,54.59999847,0.699999988,744.1641846
10.86530018,56.79999924,0.699999988,871.6940918
12.17870045,59.90000153,0.699999988,861.7349854
12.36900043,67.30000305,0.699999988,856.1090698
12.92759991,78.40000153,0.699999988,893.5430298
12.37250042,87.69999695,0.699999988,904.0600586
12.25030041,91.30000305,0.699999988,918.2663574
13.98890018,89.90000153,0.699999988,938.9656372
15.14470005,95.80000305,0.699999988,902.5361328
12.43270016,102.4000015,0.699999988,886.4931641
16.74799919,105.5,0.699999988,883.810791
16.14419937,113.4000015,0.699999988,836.0578003
15.1548996,104.3000031,0.699999988,792.8041992
14.22060013,104,0.699999988,799.1988525
14.92759991,105.9000015,0.699999988,784.0715942
16.58209991,101.5999985,0.699999988,839.5576782
17.12969971,101.9000015,0.699999988,939.8291016
14.85630035,98.5,1.200000048,912.0126953
14.86299992,98.90000153,1.200000048,945.291626
16.97879982,107.3000031,1.200000048,802.8553467
14.93840027,104,1.200000048,804.7053223
15.41549969,101,1.200000048,944.0342407
15.50290012,100.6999969,1.200000048,811.2441406
14.61929989,97.40000153,1.200000048,948.9343872
13.49059963,94.69999695,1.200000048,812.4380493
14.77610016,92,1.299999952,808.7750244
15.1097002,91.90000153,1.299999952,806.5995483
15.55630016,89.90000153,1.299999952,809.5643921
14.66160011,90.19999695,0.699999988,812.4390259
16.04439926,88.5,0.699999988,808.8762817
15.37119961,93.30000305,0.699999988,811.5435791
17.67709923,89.90000153,0.699999988,808.4050903
16.86100006,97.30000305,0.699999988,807.9046021
15.31550026,86.5,0.699999988,808.7770386
16.7003994,87.59999847,0.699999988,807.9597168
14.99429989,82.40000153,0.699999988,754.8347168
15.53040028,83.80000305,0.699999988,800.0410767
17.38839912,77.40000153,0.699999988,669.6707153
15.10900021,72.40000153,0.699999988,800.7194214
15.84200001,62.29999924,0.699999988,851.9571533
14.02719975,58.79999924,0.699999988,795.9863281
14.29819965,56.29999924,0.699999988,905.4467163
13.49540043,52.5,0.699999988,761.9040527
12.63809967,51.79999924,0.699999988,741.571228
12.41619968,43.59999847,0.699999988,740.7885742
9.583120346,50.40000153,0.699999988,739.1364746
13.52639961,47.40000153,0.699999988,740.8574829
11.57369995,46.09999847,0.699999988,631.965271
12.1736002,44.5,0.699999988,720.928894
11.32479954,44.5,0.699999988,641.8817139
10.63269997,38.40000153,0.699999988,701.897644
11.14939976,41.40000153,0.699999988,584.3761597
10.71899986,39.5,0.699999988,714.1638794
7.888830185,39.59999847,0.699999988,667.4957275
7.97303009,39.70000076,0.699999988,705.8634644
8.261240005,40.40000153,0.699999988,703.0366821
8.720100403,37.79999924,0.699999988,659.8050537
10.01819992,39.90000153,0.699999988,691.8417358
8.902279854,40.90000153,0.699999988,580.9202881
8.496999741,38.40000153,0.699999988,709.2927856
8.32378006,39.70000076,0.699999988,627.8478394
8.505140305,38.20000076,0.699999988,711.3725586
8.971199989,37.20000076,0.699999988,711.5289917
7.751140118,41.40000153,0.699999988,673.0960083
8.362739563,38.79999924,0.699999988,707.6088867
10.84669971,37.5,0.699999988,584.9121094
8.464810371,38.20000076,0.699999988,711.2073364
10.32089996,39.20000076,0.699999988,628.5326538
11.09179974,42,0.699999988,712.3899536
8.820249558,42.20000076,0.699999988,712.2759399
9.840180397,41.70000076,0.699999988,660.1208496
8.682789803,40.40000153,0.699999988,707.8027954
9.991220474,39.20000076,0.699999988,611.0860596
11.24569988,39.40000153,0.699999988,711.1213379
10.97399998,40.90000153,0.699999988,642.3537598
10.47929955,43.20000076,0.699999988,705.4301758
12.68290043,42.70000076,0.699999988,680.8701172
10.55049992,42.29999924,0.699999988,701.3518677
10.76609993,45.20000076,0.699999988,706.5158081
12.91419983,42.29999924,0.699999988,684.6793213
10.73560047,42.09999847,0.699999988,715.4088745
7.655409813,40.09999847,0.699999988,603.888916
9.696200371,37.40000153,0.699999988,710.6151733
8.89111042,45.59999847,0.699999988,616.0841675
8.633540154,45,0.699999988,698.4750977
10.77750015,42,0.699999988,700.3189697
9.242980003,37.70000076,0.699999988,717.0474854
8.137649536,40.90000153,0.699999988,720.8284912
10.51990032,41.20000076,0.699999988,738.4768066
10.29360008,44.5,0.699999988,744.5419312
9.204739571,44.59999847,0.699999988,735.6237793
8.061790466,49.5,0.699999988,731.6323242
9.632710457,49,0.699999988,725.1810913
12.13150024,49.20000076,0.699999988,721.8544922
10.38490009,47.90000153,0.699999988,730.8049927
10.95829964,50.79999924,0.699999988,799.6828613
10.89159966,56.59999847,0.699999988,745.4320679
12.06470013,60.5,0.699999988,869.1697998
11.38669968,60.40000153,0.699999988,749.0861816
13.96710014,70,0.699999988,817.9489136
13.69050026,77.80000305,0.699999988,757.1627197
14.1257,84.69999695,0.699999988,755.6522827
14.17580032,84.90000153,0.699999988,878.8563843
13.3100996,86.40000153,0.699999988,753.2566528
12.58870029,90.5,0.699999988,877.857605
12.88729954,94.69999695,0.699999988,749.2355347
14.80010033,96.30000305,0.699999988,747.6055908
14.14550018,97.59999847,0.699999988,795.4179688
14.71759987,93.19999695,0.699999988,759.4558105
13.7052002,96.69999695,0.699999988,905.9813232
14.39649963,94.09999847,0.699999988,785.4519043
16.01860046,89.59999847,0.699999988,800.1885986
13.22379971,96.30000305,0.699999988,802.7780151
13.74720001,94.5,0.699999988,787.2700806
13.51819992,93.40000153,0.699999988,865.9092407
12.45629978,92.69999695,0.699999988,757.3174438
15.20779991,89.59999847,0.699999988,866.2835693
15.23330021,88.09999847,0.699999988,744.3253174
13.62220001,90.5,0.699999988,781.7324219
14.57970047,91.09999847,0.699999988,742.1630249
16.69549942,95.90000153,0.699999988,747.2052002
15.70730019,91.5,0.699999988,750.3291016
17.06049919,91.19999695,0.699999988,752.2880859
14.98050022,96.19999695,0.699999988,747.4697266
16.30060005,87.59999847,0.699999988,739.265686
15.76690006,90.90000153,0.699999988,733.5699463
15.4932003,86.19999695,0.699999988,728.1318359
13.82830048,86.90000153,0.699999988,733.2613525
15.07890034,85.59999847,0.699999988,747.4147339
16.23500061,85.69999695,0.699999988,740.6116333
15.34049988,87.40000153,0.699999988,741.4207764
17.23609924,85.69999695,0.699999988,737.5848999
17.5366993,76.90000153,0.699999988,727.156311
15.69519997,70.59999847,0.699999988,735.5540161
17.08979988,64.30000305,0.699999988,739.2050171
15.67599964,61.29999924,0.699999988,739.0127563
13.33430004,58.59999847,0.699999988,738.8866577
12.43360043,53.90000153,0.699999988,785.2105103
14.40170002,57.59999847,0.699999988,747.0577393
11.11069965,51.90000153,0.699999988,867.2854614
9.804059982,44.20000076,0.699999988,748.7557373
12.98740005,42.79999924,0.699999988,815.9190674
12.22659969,43.90000153,0.699999988,730.9940186
11.68080044,43,0.699999988,734.1623535
12.03190041,42,0.699999988,723.4836426
11.76080036,41.09999847,0.699999988,716.0257568
12.51659966,42.29999924,0.699999988,716.2891235
10.67150021,40.79999924,0.699999988,716.2290039
10.96829987,42.40000153,0.699999988,717.2614136
9.252790451,42.70000076,0.699999988,714.1569824
12.07940006,42.59999847,0.699999988,708.5941162
11.10400009,44.20000076,0.699999988,583.1308594
11.08609962,42.20000076,0.699999988,703.4820557
10.98620033,39.59999847,0.699999988,595.2349243
11.18529987,37.59999847,0.699999988,716.7913208
12.08440018,45.70000076,0.699999988,716.151123
11.9343996,42.20000076,0.699999988,711.9789429
11.52620029,41.79999924,0.699999988,708.2754517
10.73410034,39.59999847,0.699999988,703.7015991
11.05029964,40.90000153,0.699999988,701.7710571
10.56820011,37.20000076,0.699999988,710.4515381
8.908260345,42,0.699999988,711.2041016
11.7802,41.20000076,0.699999988,714.8088379
10.70030022,43.20000076,0.699999988,711.883606
9.628430367,38.70000076,0.699999988,706.7744141
10.17669964,40.40000153,0.699999988,709.2484741
10.58360004,43.70000076,0.699999988,714.3603516
10.40410042,42.20000076,0.699999988,711.7663574
10.06910038,40.5,0.699999988,717.765686
9.838560104,44.09999847,0.699999988,720.0789185
11.37119961,46.09999847,0.699999988,711.6948242
11.30200005,42.79999924,0.699999988,719.5803223
8.661109924,45.40000153,0.699999988,718.3132935
9.552120209,43.40000153,0.699999988,709.9431152
10.45590019,41.70000076,0.699999988,707.7056274
9.12485981,43,0.699999988,708.3527832
9.830220222,43.70000076,0.699999988,704.0075073
8.235159874,44.70000076,0.699999988,771.7103882
11.63070011,41.90000153,0.699999988,734.7142944
9.44701004,44,0.699999988,865.6082153
8.36686039,45.20000076,0.699999988,741.3963013
9.104669571,43.79999924,0.699999988,807.7049561
7.795400143,43.29999924,0.699999988,800.2225952
9.458120346,41.59999847,0.699999988,730.1246338
8.900230408,43.90000153,0.699999988,858.1777344
9.964909554,46.29999924,0.699999988,725.6525879
10.48849964,48.20000076,0.699999988,771.4430542
7.629340172,49.70000076,0.699999988,838.9867554
8.618960381,48.20000076,0.699999988,731.72229
12.3593998,45.79999924,0.699999988,844.5352783
12.48659992,50.5,0.699999988,865.1411743
9.69890976,46.5,0.699999988,738.6920776
10.77929974,51.29999924,0.699999988,854.8603516
10.96389961,56.79999924,0.699999988,848.1131592
8.978199959,49.90000153,0.699999988,729.994873
10.83150005,83,0.699999988,856.6019897
10.14830017,66.90000153,0.699999988,725.21698
9.71969986,70.19999695,0.699999988,724.843689
10.91899967,75.5,0.699999988,846.5021973
10.21469975,74,0.699999988,724.6137085
13.18859959,75,1.200000048,852.3338013
10.50510025,82.90000153,1.100000024,854.2601929
12.61880016,86.09999847,1.100000024,729.3534546
12.33510017,84.09999847,1.200000048,849.2360229
12.60309982,85.90000153,1.100000024,728.8789673
13.99740028,85.69999695,1.200000048,723.4093018
11.79850006,91.90000153,1.200000048,823.1402588
11.98789978,86.19999695,1.100000024,731.0170288
15.30270004,84.59999847,1.299999952,849.6115112
14.08279991,84.19999695,1.5,732.868042
13.20899963,89.5,1.799999952,763.8041382
16.60969925,85.30000305,1.100000024,857.6629028
16.07040024,81.09999847,1.100000024,733.7966919
14.6079998,81.90000153,1.100000024,859.5968018
14.94130039,83,1.100000024,816.6621094
12.69149971,83.40000153,1.100000024,744.3922729
15.12819958,79.09999847,1.100000024,873.9574585
15.32499981,84.5,1.200000048,742.0483398
15.83080006,85.59999847,1.100000024,785.4667358
15.55749989,82.09999847,1.100000024,862.8428345
16.09079933,86.30000305,1.100000024,739.3797607
14.89690018,83.30000305,1.100000024,866.3793335
16.20420074,84.90000153,1.299999952,811.0130615
14.13220024,83,1.100000024,725.6360474
14.70030022,89.5,1.100000024,844.9675903
16.15999985,83.30000305,1.200000048,728.7694702
14.80169964,76,1.200000048,780.9544067
13.58870029,81.5,1.200000048,865.0727539
14.90460014,96.09999847,0.699999988,734.7104492
12.83189964,73.80000305,0.699999988,854.0632324
12.35289955,61.59999847,0.699999988,859.15625
10.2130003,59.40000153,0.699999988,735.093811
9.518159866,57.09999847,0.699999988,868.2560425
10.87489986,51.79999924,0.699999988,874.1002197
11.12559986,52.5,0.699999988,741.1908569
8.772749901,47,0.699999988,861.0932617
11.92689991,47.59999847,0.699999988,860.0513306
8.748319626,44.79999924,0.699999988,738.0654907
7.963200092,44.79999924,0.699999988,870.4353027
8.987779617,42.29999924,0.699999988,821.1832275
8.453109741,41.79999924,0.699999988,748.2396851
7.000130177,41.29999924,0.699999988,867.1112061
10.07019997,41.59999847,0.699999988,788.9346924
8.823570251,41.59999847,0.699999988,791.4682617
9.293589592,41.40000153,0.699999988,859.8598022
11.00039959,39.59999847,0.699999988,723.8693237
9.893360138,40,0.699999988,786.1744385
8.307720184,37.90000153,0.699999988,713.3535156
10.28660011,40.5,0.699999988,718.8457642
10.64589977,37.20000076,0.699999988,847.366272
10.17700005,38.90000153,0.699999988,732.249939
9.912859917,39.40000153,0.699999988,858.9404297
10.42809963,39.20000076,0.699999988,737.5877686
7.713659763,40.20000076,0.699999988,745.6837158
10.77719975,37.20000076,0.699999988,867.1265869
10.37460041,41,0.699999988,733.8515625
10.00090027,39.5,0.699999988,845.5739136
8.487839699,39,0.699999988,835.4729614
10.57689953,40.29999924,0.699999988,722.1991577
7.488669872,41.09999847,0.699999988,846.4237061
10.27929974,40.09999847,0.699999988,727.088623
10.70930004,39.59999847,0.699999988,736.9299927
10.43150043,38.70000076,0.699999988,854.2176514
8.282699585,38.5,0.699999988,738.9315186
8.04570961,38.59999847,0.699999988,870.5102539
8.117210388,38.90000153,0.699999988,869.3753052
9.668889999,38.40000153,0.699999988,745.8530884
10.77569962,39.40000153,0.699999988,842.2729492
10.23700047,38.79999924,0.699999988,782.2209473
7.851719856,39,0.699999988,741.8876343
10.08090019,40.70000076,0.699999988,872.2304688
6.821819782,39.29999924,0.699999988,747.8712769
7.12237978,38.09999847,0.699999988,828.2167358
11.17339993,41.09999847,0.699999988,854.2008057
9.515569687,38.40000153,0.699999988,742.6265259
8.9187603,39.29999924,0.699999988,869.3960571
9.562080383,39.29999924,0.699999988,737.0969238
8.398830414,41,0.699999988,749.5223999
7.538589954,38.79999924,0.699999988,857.5862427
9.517560005,41.20000076,0.699999988,740.1621094
7.709410191,42.09999847,0.699999988,872.8758545
9.835530281,42.29999924,0.699999988,875.9031372
10.66110039,40.40000153,0.699999988,749.6057739
10.35599995,43.20000076,0.699999988,863.8115845
11.52120018,41.79999924,0.699999988,859.4245605
9.458820343,40.5,0.699999988,739.2611694
11.32330036,41.79999924,0.699999988,861.5289917
8.892609596,39.29999924,0.699999988,868.4551392
9.807970047,40.29999924,0.699999988,742.2047119
10.70610046,41.09999847,0.699999988,864.4796753
10.94499969,38.79999924,0.699999988,869.4989014
11.43869972,41.29999924,0.699999988,761.3222656
8.784600258,42.59999847,0.699999988,866.1872559
6.818099976,39.09999847,0.699999988,869.4019775
8.962140083,39.40000153,0.699999988,739.3619995
10.0614996,40.90000153,1.200000048,843.2594604
10.59969997,41.79999924,1.200000048,865.0662842
11.08269978,42.20000076,1.100000024,744.3455811
10.33290005,40,1.100000024,876.1027222
9.809630394,40.29999924,1.100000024,878.1074219
8.682100296,40.79999924,2,745.9514771
9.955490112,41.40000153,1.5,868.8505859
10.27019978,36.59999847,3.599999905,743.8264771
11.7276001,38.5,5.400000095,748.6090088
10.6487999,39,1.600000024,876.4847412
10.70580006,38.20000076,4.599999905,740.7498779
8.679189682,41.29999924,4.900000095,861.3266602
8.187060356,42.20000076,5.800000191,734.399231
11.41409969,39,4.900000095,734.44104
11.79300022,38.59999847,5.199999809,804.1759033
11.96210003,39.5,4.099999905,742.2527466
10.77840042,43.90000153,6.099999905,856.8966064
10.76679993,40.09999847,4.5,732.0612183
11.12489986,41.79999924,4.5,791.2387695
11.45890045,40.79999924,3.799999952,719.2126465
10.82289982,40.09999847,2.799999952,720.0790405
11.18840027,43.90000153,2.599999905,841.9946899
10.06879997,46.20000076,1.200000048,722.741272
10.03069973,44.40000153,2.099999905,860.50354
11.45489979,41.90000153,2.799999952,738.677002
12.1704998,37.79999924,1.399999976,739.9381714
10.28419971,41.40000153,1.100000024,858.0649414
8.610360146,39.79999924,1.100000024,736.5698242
11.08069992,42.40000153,1.200000048,862.1882324
11.99129963,39.90000153,0.699999988,732.1151733
8.617589951,40,0.699999988,732.8617554
7.953639984,39.70000076,0.699999988,847.0597534
9.072259903,39.09999847,0.699999988,747.2084351
8.468839645,45.70000076,0.699999988,855.6873779
7.925499916,41.40000153,0.699999988,858.1650391
7.413000107,40.79999924,0.699999988,732.4234009
8.625969887,38.79999924,0.699999988,831.0811157
8.436770439,40.29999924,0.699999988,847.5684204
8.20168972,42.20000076,0.699999988,790.9188843
8.022319794,42.40000153,0.699999988,866.6398315
7.783150196,38.20000076,0.699999988,867.659729
9.960559845,38.09999847,0.699999988,746.081665
9.702090263,37.79999924,0.699999988,802.8898315
7.110109806,38.90000153,0.699999988,857.9035034
7.055620193,41.5,0.699999988,743.0272217
8.785200119,40,0.699999988,866.9644165
9.816960335,36.79999924,0.699999988,873.6786499
8.732000351,39.09999847,0.699999988,805.9484253
8.611169815,37.70000076,0.699999988,856.6662598
9.79321003,37.09999847,0.699999988,856.7913208
10.84920025,36.79999924,0.699999988,735.5105591
10.04090023,37.29999924,0.699999988,801.62146
8.452500343,37.29999924,0.699999988,862.0115356
10.39509964,37.29999924,0.699999988,734.8452148
11.04290009,37.79999924,0.699999988,853.7073975
10.6498003,38.40000153,0.699999988,852.6693726
8.274339676,38.20000076,0.699999988,741.0911255
7.943500042,36.40000153,0.699999988,864.7130127
10.10490036,39.59999847,0.699999988,835.2431641
8.397689819,37.79999924,0.699999988,731.9085693
11.1559,39.5,0.699999988,845.6346436
11.14589977,39,0.699999988,823.1462402
9.789139748,40.5,0.699999988,757.6946411
6.901060104,40.79999924,0.699999988,866.5900269
7.491149902,39.59999847,0.699999988,742.8251953
10.27799988,38.79999924,0.699999988,763.6462402
9.878419876,37.5,0.699999988,855.0014038
9.47826004,38,0.699999988,736.340271
10.27460003,37.20000076,0.699999988,865.897522
7.932700157,39.20000076,0.699999988,874.4215698
6.769760132,40.09999847,0.699999988,746.0062866
7.807030201,41.59999847,0.699999988,862.8513184
8.121990204,41,0.699999988,853.9067383
8.840009689,40.59999847,0.699999988,740.8156738
8.866939545,36.70000076,0.699999988,872.3825073
13.00129986,45.79999924,0.699999988,748.921814
7.034399986,38.29999924,0.699999988,741.4108276
6.967110157,37.70000076,0.699999988,859.7518921
9.553279877,38.09999847,0.699999988,810.2457886
9.923089981,42.59999847,0.699999988,771.6359253
nodata,nodata,nodata,nodata
